"CASE","language","am_ar_1","am_ar_2","am_ar_3","am_ar_4","bed_ar_1","bed_ar_2","bed_ar_3","bed_ar_4","ds_ar_1","ds_ar_2","ds_ar_3","ds_ar_4","mvs_ar_1","mvs_ar_2","mvs_ar_3","mvs_ar_4","am_bi_1","am_bi_2","am_bi_3","bed_bi_1","bed_bi_2","bed_bi_3","ds_bi_1","ds_bi_2","ds_bi_3","mvs_bi_1","mvs_bi_2","mvs_bi_3","am_gr_1","am_gr_2","bed_gr_1","bed_gr_2","ds_gr_1","ds_gr_2","mvs_gr_1","mvs_gr_2","am_me_1","am_me_2","am_me_4","am_me_5","am_me_6","am_me_7","bed_me_1","bed_me_2","bed_me_4","bed_me_5","bed_me_6","bed_me_7","ds_me_1","ds_me_2","ds_me_3","ds_me_4","ds_me_5","ds_me_6","ds_me_7","mvs_me_1","mvs_me_2","mvs_me_4","mvs_me_5","mvs_me_6","mvs_me_7","am_pe_1","am_pe_2","am_pe_3","am_pe_4","bed_pe_1","bed_pe_2","bed_pe_3","bed_pe_4","ds_pe_1","ds_pe_2","ds_pe_3","ds_pe_4","mvs_pe_1","mvs_pe_2","mvs_pe_3","mvs_pe_4","am_se_1","am_se_2","am_se_3","am_se_4","bed_se_1","bed_se_2","bed_se_3","bed_se_4","ds_se_1","ds_se_2","ds_se_3","ds_se_4","mvs_se_1","mvs_se_2","mvs_se_3","mvs_se_4","am_ar_sum","am_bi_sum","am_gr_sum","am_me_sum","am_pe_sum","am_se_sum","bed_ar_sum","bed_bi_sum","bed_gr_sum","bed_me_sum","bed_pe_sum","bed_se_sum","ds_ar_sum","ds_bi_sum","ds_gr_sum","ds_me_sum","ds_pe_sum","ds_se_sum","mvs_ar_sum","mvs_bi_sum","mvs_gr_sum","mvs_me_sum","mvs_pe_sum","mvs_se_sum"
829,"EN",5,6,6,6,5,5,5,5,6,4,5,5,5,6,5,5,4,4,4,4,4,4,5,5,5,5,6,4,5,5,4,4,6,6,6,5,4,4,4,3,5,3,3,3,3,3,4,3,4,5,4,5,5,5,4,4,4,4,3,5,3,5,5,4,4,5,3,4,4,5,4,4,4,6,6,6,4,4,4,4,4,4,4,5,4,4,4,4,4,4,5,5,5,23,12,10,23,18,16,20,12,8,19,16,17,20,15,12,32,17,16,21,15,11,23,22,19
830,"EN",6,7,7,7,7,7,7,7,4,5,5,5,7,7,7,7,4,4,4,7,7,4,7,7,4,7,7,7,5,6,5,6,5,5,7,7,5,5,5,5,5,5,5,5,3,3,4,4,3,4,3,3,3,3,2,5,5,5,5,5,5,7,7,7,7,7,7,7,7,7,6,6,4,7,7,7,7,4,7,7,7,4,6,7,4,4,6,6,6,5,4,4,4,27,12,11,30,28,25,28,18,11,24,28,21,19,18,10,21,23,22,28,21,14,30,28,17
831,"EN",5,7,6,6,5,7,5,4,6,7,6,7,6,7,6,6,3,5,4,1,4,4,6,7,7,6,7,7,6,7,4,4,7,7,6,7,5,5,5,5,5,5,4,3,4,4,4,4,4,5,5,5,5,5,5,4,4,5,5,4,4,5,5,6,2,4,5,5,2,7,7,7,3,5,5,5,2,4,2,6,7,6,5,6,6,7,6,6,7,5,6,7,6,24,12,13,30,18,19,21,9,8,23,16,23,26,20,14,34,24,26,25,20,13,26,17,24
832,"EN",7,7,5,5,5,5,5,5,7,7,7,7,7,7,7,7,4,6,6,4,4,5,7,7,7,7,7,7,6,6,4,4,7,7,6,7,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,5,5,6,5,5,5,5,7,7,7,7,6,7,7,7,5,6,7,6,5,5,5,5,7,7,7,7,7,7,7,7,24,16,12,30,22,24,20,13,8,28,20,20,28,21,14,35,28,28,28,21,13,30,27,28
833,"EN",6,6,6,6,6,6,6,6,5,5,5,5,6,6,6,6,3,3,3,3,3,3,4,4,4,4,4,4,7,7,6,6,5,5,6,6,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,4,5,4,5,5,5,5,5,5,5,5,5,5,6,6,6,6,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,4,4,4,4,6,6,6,6,24,9,14,30,20,24,24,9,12,30,24,24,20,12,10,32,20,16,24,12,12,30,24,24
834,"EN",7,7,7,7,7,7,7,7,7,6,4,4,7,6,5,5,4,4,4,4,4,4,4,6,3,3,4,4,6,6,5,5,6,5,6,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,3,3,4,4,4,4,4,4,5,5,5,5,5,5,5,5,2,4,2,2,4,4,4,2,7,7,7,7,6,6,6,6,6,6,5,6,6,6,6,6,28,12,12,24,20,28,28,12,10,24,20,24,21,13,11,24,10,23,23,11,12,24,14,24
835,"EN",6,4,4,4,6,2,5,4,6,4,4,4,6,2,2,4,1,1,1,2,2,2,1,1,1,4,2,2,7,6,7,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,2,4,5,5,2,4,5,5,2,7,5,5,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,18,3,13,30,15,24,17,6,13,30,16,24,18,3,11,35,16,24,14,8,10,30,19,24
836,"ES",7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,7,7,7,7,7,7,7,4,7,7,7,4,7,7,7,6,7,7,7,6,7,7,7,4,7,6,7,2,28,21,14,42,27,27,28,21,14,42,28,27,28,18,14,49,25,25,28,20,14,42,25,22
837,"EN",7,6,5,6,7,7,7,6,7,7,7,7,6,5,6,6,7,7,7,7,7,6,7,6,6,6,6,7,7,7,7,7,7,7,7,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,7,6,7,6,5,6,6,5,6,5,6,7,24,21,14,30,28,26,27,20,14,30,28,26,28,19,14,35,28,22,23,19,14,30,28,24
838,"EN",NA,NA,NA,NA,5,4,3,4,NA,NA,NA,NA,6,4,3,5,NA,NA,NA,4,6,5,NA,NA,NA,6,6,6,NA,NA,5,4,NA,NA,6,6,NA,NA,NA,NA,NA,NA,4,4,4,4,3,5,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,3,4,NA,NA,NA,NA,5,4,4,2,NA,NA,NA,NA,6,6,6,4,NA,NA,NA,NA,5,6,5,5,NA,NA,NA,NA,7,6,4,5,NA,NA,NA,NA,NA,NA,16,15,9,24,15,21,NA,NA,NA,NA,NA,NA,18,18,12,23,22,22
839,"EN",4,4,4,4,4,5,4,6,7,7,7,7,7,4,7,7,4,4,4,4,5,4,4,4,4,4,4,4,4,4,6,7,7,7,7,7,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,5,7,6,4,7,7,7,4,7,7,7,4,4,4,4,4,6,6,5,4,4,7,4,4,4,7,4,4,16,12,8,18,16,16,19,13,13,30,22,21,28,12,14,35,25,19,25,12,14,30,25,19
840,"EN",6,5,5,6,5,5,5,5,5,5,5,5,5,6,5,5,6,6,6,5,4,4,5,5,5,5,6,6,6,6,5,5,6,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,6,2,5,5,5,2,5,5,6,1,5,6,6,1,4,6,6,5,5,5,5,5,4,5,6,5,6,5,6,5,22,18,12,18,18,21,20,13,10,18,17,20,20,15,11,21,17,20,21,17,10,18,18,22
841,"EN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
842,"EN",6,6,6,6,2,2,2,2,5,5,5,5,NA,NA,NA,NA,5,5,5,1,1,1,2,2,2,NA,NA,NA,6,6,2,2,3,3,NA,NA,5,5,5,5,5,5,3,4,1,1,1,2,5,5,3,2,2,2,3,NA,NA,NA,NA,NA,NA,6,6,6,5,2,2,2,2,3,3,3,2,NA,NA,NA,NA,2,3,5,5,2,2,2,2,3,3,2,3,NA,NA,NA,NA,24,15,12,30,23,15,8,3,4,12,8,8,20,6,6,22,11,11,NA,NA,NA,NA,NA,NA
843,"EN",NA,NA,NA,NA,7,6,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,5,NA,NA,NA,NA,NA,NA,NA,NA,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,6,6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,14,14,30,28,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
844,"EN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
845,"EN",6,6,6,6,4,5,5,5,7,6,7,6,6,7,7,6,5,5,5,4,4,4,6,6,6,5,5,5,6,6,5,6,7,6,6,6,4,4,4,3,4,3,4,4,4,4,3,3,5,5,4,5,4,5,3,4,4,4,4,4,3,6,6,6,6,5,4,5,4,7,7,7,5,6,6,6,3,5,5,6,5,5,6,6,5,7,7,7,7,6,6,6,6,24,15,12,22,24,21,19,12,11,22,18,22,26,18,13,31,26,28,26,15,12,23,21,24
846,"ES",6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,4,4,4,4,4,4,4,5,4,4,5,4,7,7,7,7,7,7,7,7,6,6,6,6,7,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,4,7,7,7,4,7,7,7,4,7,7,7,4,4,5,4,5,3,5,5,5,4,7,3,5,4,5,4,5,26,12,14,37,23,18,28,12,14,42,25,18,28,13,14,49,25,19,28,13,14,42,25,18
847,"EN",6,5,5,5,6,4,5,5,6,4,5,5,6,4,5,5,2,2,2,3,3,3,2,2,2,2,2,2,5,5,5,5,5,5,5,5,3,3,4,4,3,3,3,3,4,4,3,4,4,4,4,4,4,3,3,4,4,4,4,3,3,5,5,5,4,6,5,5,4,6,6,6,4,5,6,6,4,5,5,4,4,6,6,5,5,6,5,6,5,6,4,5,5,21,6,10,20,19,18,20,9,10,21,20,22,20,6,10,26,22,22,20,6,10,22,21,20
848,"EN",6,3,4,7,7,3,3,7,7,4,3,6,6,5,4,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,5,6,1,7,2,2,1,7,5,5,1,7,6,6,4,5,7,7,6,5,7,7,6,6,7,7,7,5,7,7,6,20,21,14,30,18,25,20,21,14,30,12,25,20,21,14,35,18,27,22,21,14,30,23,25
849,"EN",7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,5,6,1,1,1,1,1,1,1,1,2,7,7,7,7,7,7,7,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,7,7,7,7,7,7,5,7,7,7,6,7,7,7,7,7,7,5,5,7,7,7,7,6,6,7,7,7,7,7,7,28,16,14,30,28,24,28,3,14,30,26,28,28,3,14,35,27,26,28,4,14,30,28,28
850,"EN",5,5,5,5,6,6,6,6,7,2,2,2,6,6,6,6,4,4,4,4,4,4,1,1,1,6,6,6,7,7,5,5,3,1,7,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,4,2,2,2,4,6,6,6,4,4,5,5,5,6,6,6,6,4,4,4,4,6,6,6,6,20,12,14,30,19,19,24,12,10,30,19,24,13,3,4,35,10,16,24,18,14,30,22,24
851,"ES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
852,"EN",2,2,1,2,3,2,2,2,2,3,3,2,3,3,4,4,2,1,2,3,3,2,2,2,2,4,4,4,1,2,1,2,2,2,3,3,4,5,5,4,4,5,4,5,4,4,4,5,5,4,5,5,4,4,5,3,4,3,4,3,3,1,2,2,1,2,3,3,2,2,3,3,2,3,4,4,3,1,2,2,1,3,3,2,2,3,2,3,2,3,4,4,3,7,5,3,27,6,6,9,8,3,26,10,10,10,6,4,32,10,10,14,12,6,20,14,14
853,"EN",7,6,6,6,7,7,7,7,7,6,4,6,7,7,7,7,4,4,4,5,4,4,5,3,3,4,4,4,7,7,7,7,7,7,7,7,4,5,5,4,5,5,4,5,4,3,5,3,5,4,3,4,4,5,4,4,4,5,5,5,5,6,5,6,4,7,7,7,4,6,6,6,5,7,7,7,4,7,7,6,6,6,6,6,6,5,6,6,6,7,7,7,7,25,12,14,28,21,26,28,13,14,24,25,24,23,11,14,29,23,23,28,12,14,28,25,28
854,"EN",6,6,7,7,6,6,6,6,7,4,5,6,7,6,6,5,6,7,6,6,7,6,7,7,7,5,5,5,7,7,6,6,7,7,5,6,5,5,5,3,5,5,5,5,5,3,4,4,5,5,5,5,5,4,5,5,5,5,3,4,5,7,7,7,4,7,7,7,4,7,7,7,4,5,5,6,4,5,7,6,4,5,7,6,4,6,7,6,6,6,7,3,4,26,19,14,28,25,22,24,19,12,26,25,22,22,21,14,34,25,25,24,15,11,27,20,20
855,"EN",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,1,3,3,3,1,3,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,2,18,4,4,4,3,2,18,4,4,4,3,2,17,4,4,4,3,2,14,4,4
856,"EN",5,7,7,7,6,7,7,7,7,7,7,7,7,7,7,7,7,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,5,5,5,5,5,5,5,5,5,5,4,3,5,5,5,4,5,3,5,5,5,5,5,5,6,4,5,4,7,6,6,4,5,5,6,4,5,6,5,4,3,5,7,7,7,5,7,6,6,6,7,7,7,6,6,7,26,20,14,30,19,22,27,21,14,29,23,25,28,21,14,30,20,26,28,21,14,30,20,26
857,"EN",5,5,5,4,5,5,5,5,6,5,5,5,6,6,5,5,2,3,3,2,3,3,2,5,3,3,5,5,6,6,4,3,5,5,5,5,3,3,3,4,4,4,3,3,3,3,4,3,4,4,3,4,4,3,4,3,4,3,4,3,4,5,3,3,3,3,3,3,2,5,5,5,2,6,6,6,4,5,5,5,5,5,5,5,5,5,5,5,5,5,6,5,5,19,8,12,21,14,20,20,8,7,19,11,20,21,10,10,26,17,20,22,13,10,21,22,21
858,"ES",4,1,4,5,5,4,5,5,5,5,5,5,5,4,5,5,5,4,4,5,4,4,5,5,5,5,5,5,7,6,6,5,6,6,7,7,4,4,6,5,6,5,4,4,6,5,6,5,5,4,5,5,6,6,5,4,4,6,6,6,6,5,5,4,1,5,5,5,4,5,5,5,4,6,5,6,4,5,5,5,5,4,4,5,5,5,5,5,4,5,5,5,4,14,13,13,30,15,20,19,13,11,30,19,18,20,15,12,36,19,19,19,15,14,32,21,19
859,"EN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
860,"EN",7,7,7,7,6,6,5,6,7,7,7,7,7,7,7,7,7,7,7,6,6,6,7,7,7,7,7,7,7,7,6,6,7,7,7,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,7,7,7,6,6,6,6,7,7,7,4,7,7,7,4,6,6,6,6,6,6,6,6,7,7,7,7,3,3,5,6,28,21,14,30,28,24,23,18,12,30,24,24,28,21,14,35,25,28,28,21,14,30,25,17
861,"EN",5,7,6,5,6,7,7,7,5,6,6,5,7,7,6,6,6,6,4,5,4,4,5,5,4,6,5,6,7,5,5,5,5,6,6,6,5,5,5,5,4,5,5,5,5,5,5,5,3,5,4,5,5,5,5,5,5,5,5,5,5,5,3,4,3,6,3,5,4,7,4,4,4,7,5,5,4,6,7,5,5,3,5,5,5,7,7,7,7,5,6,6,6,23,16,12,29,15,23,27,13,10,30,18,18,22,14,11,32,19,28,26,17,12,30,21,23
862,"EN",5,6,6,6,4,5,5,5,6,6,6,7,5,5,5,5,7,7,7,7,7,7,7,7,7,5,5,5,7,7,6,6,7,7,6,6,3,3,5,5,5,5,3,3,5,5,5,5,3,3,3,5,5,5,5,4,4,5,5,5,5,5,5,5,4,7,4,5,4,7,7,7,4,5,5,5,5,5,6,6,5,5,7,7,4,5,6,6,5,5,5,5,5,23,21,14,26,19,22,19,21,12,26,20,23,25,21,14,29,25,22,20,15,12,28,20,20
863,"EN",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,1,1,3,3,3,3,1,3,2,3,3,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,2,10,4,4,4,3,2,16,4,4,4,3,2,12,4,4,4,3,2,8,4,4
864,"EN",4,5,4,4,6,4,4,4,6,5,5,4,5,5,4,4,1,1,1,2,2,1,4,1,1,1,1,1,6,4,5,6,5,4,5,5,4,4,4,4,3,4,4,4,3,3,3,5,3,4,4,3,3,3,4,4,4,3,3,3,4,3,1,2,1,6,2,2,1,5,4,4,1,5,4,4,2,4,6,5,4,4,6,4,4,4,5,4,6,4,6,4,4,17,3,10,23,7,19,18,5,11,22,11,18,20,6,9,24,14,19,18,3,10,21,15,18
866,"EN",6,7,7,6,5,7,7,6,7,7,7,7,7,7,7,7,6,6,6,6,6,6,7,7,7,7,7,7,7,6,6,6,7,7,7,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,7,7,4,6,6,7,4,7,7,7,4,7,7,7,4,6,6,6,7,6,6,6,6,6,6,7,7,6,7,7,7,26,18,13,30,25,25,25,18,12,30,23,24,28,21,14,35,25,26,28,21,14,30,25,27
867,"EN",7,7,7,7,7,7,7,7,7,7,7,7,6,7,6,7,5,6,7,5,7,7,7,7,7,5,5,6,7,7,7,7,7,7,7,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,7,7,4,7,7,7,4,7,7,7,4,7,7,7,4,7,7,5,5,7,7,4,7,7,7,7,7,5,6,6,7,28,18,14,30,25,24,28,19,14,30,25,25,28,21,14,35,25,28,26,16,14,30,25,24
868,"EN",5,5,5,5,5,5,3,6,3,4,4,4,3,5,5,5,4,4,4,4,4,4,4,4,4,2,2,3,6,6,4,4,5,5,5,6,4,4,4,4,4,3,3,4,3,3,4,3,4,4,3,4,4,3,3,4,4,4,4,2,4,6,6,6,6,6,5,5,4,5,5,4,4,5,5,4,3,5,6,6,6,3,6,5,6,5,5,5,5,5,5,5,6,20,12,12,23,24,23,19,12,8,20,20,20,15,12,10,25,18,20,18,7,11,22,17,21
869,"EN",2,6,4,5,3,2,4,3,7,1,4,6,4,1,4,2,2,2,2,6,2,2,6,4,4,2,1,1,7,7,5,6,7,7,4,1,5,5,5,5,3,5,5,5,5,5,1,5,5,5,5,5,5,4,5,5,5,5,5,5,5,2,2,1,1,5,3,2,4,6,6,7,4,2,3,2,4,2,5,6,3,3,6,7,4,5,6,7,5,6,7,7,6,17,6,14,28,6,16,12,10,11,26,14,20,18,14,14,34,23,23,11,4,5,30,11,26
870,"EN",7,7,6,6,7,7,6,6,6,7,7,7,7,7,7,7,4,3,4,6,7,6,7,7,7,7,7,7,7,7,7,7,6,6,7,7,5,5,5,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,7,6,4,7,6,6,2,7,7,6,2,7,7,7,2,4,4,6,6,6,6,7,6,4,4,6,6,6,7,7,7,26,11,14,27,23,20,26,19,14,30,21,25,27,21,12,35,22,20,28,21,14,30,23,27
871,"EN",1,1,7,4,4,4,7,4,5,5,7,5,7,7,7,7,1,1,1,1,1,1,5,5,5,7,7,7,7,7,5,5,5,5,7,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,2,1,1,1,1,1,4,4,5,1,7,7,7,1,4,4,4,4,4,4,4,4,5,5,4,5,5,6,4,7,13,3,14,30,7,16,19,3,10,30,4,16,22,15,10,35,14,19,28,21,14,30,22,22
872,"EN",5,4,4,4,6,4,4,5,6,5,5,6,5,4,4,4,4,4,4,4,5,4,4,5,4,4,4,4,7,7,6,6,7,7,6,6,5,5,5,5,4,4,4,4,4,4,3,4,5,5,5,5,5,3,3,5,5,4,4,3,4,5,5,4,4,5,5,6,5,7,6,6,4,5,4,5,4,5,5,5,4,6,4,4,5,5,5,4,4,5,5,4,4,17,12,14,28,18,19,19,13,12,23,21,19,22,13,14,31,23,18,17,12,12,25,18,18
873,"EN",6,3,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,3,14,30,17,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
874,"EN",6,6,7,6,3,5,3,5,5,5,6,6,5,5,5,6,3,3,3,3,3,3,2,3,3,3,3,3,7,7,6,7,5,6,6,6,5,5,5,5,5,5,4,4,5,4,5,5,4,4,4,5,5,5,4,4,4,4,5,5,3,7,5,5,1,6,6,6,1,5,5,5,1,6,6,5,1,6,6,6,6,3,6,6,6,5,6,6,6,3,6,6,6,25,9,14,30,18,24,16,9,13,27,19,21,22,8,11,31,16,23,21,9,12,25,18,21
875,"EN",5,7,7,7,7,7,7,7,6,6,7,7,7,7,7,6,7,7,3,7,7,6,6,6,5,6,6,6,7,7,7,7,7,7,7,7,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,7,7,7,3,5,5,5,2,3,5,5,3,7,7,6,5,7,6,6,6,6,6,6,6,6,5,6,6,26,17,14,29,17,25,28,20,14,30,24,25,26,17,14,35,17,24,27,18,14,30,16,23
876,"ES",7,7,7,7,5,6,6,7,6,6,7,7,7,7,7,7,5,1,1,5,2,4,5,1,4,5,1,4,7,7,6,7,7,7,7,7,7,7,6,7,7,7,6,6,4,6,6,7,6,6,6,5,6,7,7,6,6,5,6,7,7,7,4,4,4,6,6,5,4,7,7,7,4,7,7,7,4,4,6,4,6,5,5,6,5,5,5,6,6,6,5,6,6,28,7,14,41,19,20,24,11,13,35,21,21,26,10,14,43,25,22,28,10,14,37,25,23
877,"ES",6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,4,5,5,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,7,7,4,7,7,7,7,6,7,7,6,7,7,7,7,4,7,7,6,6,7,7,7,6,7,7,7,5,7,7,7,27,14,14,42,24,24,28,18,14,42,28,27,28,18,14,49,26,27,28,21,14,41,28,26
878,"ES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
879,"ES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
