"CASE","language","am_ar_1","am_ar_2","am_ar_3","am_ar_4","bed_ar_1","bed_ar_2","bed_ar_3","bed_ar_4","ds_ar_1","ds_ar_2","ds_ar_3","ds_ar_4","mvs_ar_1","mvs_ar_2","mvs_ar_3","mvs_ar_4","am_bi_1","am_bi_2","am_bi_3","bed_bi_1","bed_bi_2","bed_bi_3","ds_bi_1","ds_bi_2","ds_bi_3","mvs_bi_1","mvs_bi_2","mvs_bi_3","am_gr_1","am_gr_2","bed_gr_1","bed_gr_2","ds_gr_1","ds_gr_2","mvs_gr_1","mvs_gr_2","am_me_1","am_me_2","am_me_4","am_me_5","am_me_6","am_me_7","bed_me_1","bed_me_2","bed_me_4","bed_me_5","bed_me_6","bed_me_7","ds_me_1","ds_me_2","ds_me_3","ds_me_4","ds_me_5","ds_me_6","ds_me_7","mvs_me_1","mvs_me_2","mvs_me_4","mvs_me_5","mvs_me_6","mvs_me_7","am_pe_1","am_pe_2","am_pe_3","am_pe_4","bed_pe_1","bed_pe_2","bed_pe_3","bed_pe_4","ds_pe_1","ds_pe_2","ds_pe_3","ds_pe_4","mvs_pe_1","mvs_pe_2","mvs_pe_3","mvs_pe_4","am_se_1","am_se_2","am_se_3","am_se_4","bed_se_1","bed_se_2","bed_se_3","bed_se_4","ds_se_1","ds_se_2","ds_se_3","ds_se_4","mvs_se_1","mvs_se_2","mvs_se_3","mvs_se_4","am_ar_sum","am_bi_sum","am_gr_sum","am_me_sum","am_pe_sum","am_se_sum","bed_ar_sum","bed_bi_sum","bed_gr_sum","bed_me_sum","bed_pe_sum","bed_se_sum","ds_ar_sum","ds_bi_sum","ds_gr_sum","ds_me_sum","ds_pe_sum","ds_se_sum","mvs_ar_sum","mvs_bi_sum","mvs_gr_sum","mvs_me_sum","mvs_pe_sum","mvs_se_sum"
616,"ES",7,7,7,7,4,6,6,7,5,6,6,6,7,7,7,7,7,6,7,6,7,6,1,1,1,7,7,7,7,7,6,5,5,6,7,7,7,7,7,7,7,7,7,7,7,5,4,7,7,7,7,7,7,7,7,7,7,7,4,7,7,7,7,7,5,7,5,7,2,3,4,4,3,7,7,7,6,7,7,7,7,4,7,6,6,3,4,4,3,7,7,7,7,28,20,14,42,26,28,23,19,11,37,21,23,23,3,11,49,14,14,28,21,14,39,27,28
617,"ES",5,6,6,7,6,6,7,7,7,7,7,7,7,7,7,7,5,4,4,4,4,4,7,6,5,7,4,4,6,7,7,7,7,7,7,7,7,6,7,7,7,7,7,7,7,7,7,7,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,4,7,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,5,5,5,5,7,7,7,7,6,6,5,5,24,13,13,41,24,24,26,12,14,42,28,20,28,18,14,48,28,28,28,15,14,42,27,22
618,"ES",7,7,4,7,7,6,4,6,7,4,4,4,6,4,4,5,1,1,1,1,1,1,1,1,1,1,1,1,7,7,7,7,4,4,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,5,7,7,7,7,6,7,7,7,7,7,7,7,7,7,4,4,5,5,5,7,7,7,1,7,7,7,7,7,7,7,7,6,6,5,5,6,7,6,6,25,3,14,42,28,28,23,3,14,42,25,28,19,3,8,46,19,22,19,3,14,41,22,25
619,"ES",7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,1,1,1,1,1,1,1,1,1,1,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,3,6,5,7,5,7,7,7,4,7,7,7,6,7,7,7,7,7,7,5,7,4,7,7,7,7,7,7,6,28,3,14,42,23,28,28,3,14,42,23,26,28,3,14,49,25,25,28,3,14,42,27,27
621,"ES",7,5,7,7,7,7,7,5,7,5,6,6,7,5,6,7,1,1,1,2,2,1,1,5,5,1,6,6,7,7,5,5,7,6,7,7,7,7,7,7,7,7,7,7,7,5,4,4,7,7,7,7,7,7,7,5,7,7,7,7,7,6,5,4,4,5,3,4,3,7,5,6,5,5,6,7,6,7,4,5,5,5,5,5,6,4,5,6,5,7,6,6,3,26,3,14,42,19,21,26,5,10,34,15,21,24,11,13,49,23,20,25,13,14,40,24,22
622,"ES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
625,"ES",7,7,7,7,6,6,6,6,7,6,6,7,7,6,6,6,7,7,7,6,6,6,7,6,6,6,6,6,7,7,7,7,7,7,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,7,6,6,5,7,7,7,6,6,6,6,6,7,6,6,7,4,6,5,4,7,6,6,7,7,6,6,6,28,21,14,42,27,26,24,18,14,42,24,19,26,19,14,49,27,26,25,18,13,42,24,25
626,"ES",5,5,5,5,3,4,4,4,4,2,2,1,5,6,6,6,1,1,1,2,2,2,1,1,1,2,2,2,7,7,6,6,3,1,7,7,6,6,6,6,6,6,5,6,6,6,6,6,3,2,2,2,2,2,2,6,6,6,6,6,6,4,4,4,2,6,5,4,2,3,3,3,2,7,6,6,2,1,2,2,2,4,6,5,5,1,2,2,2,4,6,6,4,20,3,14,36,14,7,15,6,12,35,17,20,9,3,4,15,11,7,23,6,14,36,21,20
627,"ES",6,7,6,6,6,6,6,6,6,6,6,7,7,7,7,7,4,4,4,4,4,4,6,5,5,5,5,5,6,6,6,6,6,7,6,6,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,4,6,6,6,6,7,7,7,3,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,25,12,12,42,25,24,24,12,12,42,24,24,25,16,13,42,24,24,28,15,12,42,28,28
628,"ES",7,7,7,7,2,2,2,1,7,7,7,7,4,4,4,4,4,4,4,1,1,1,4,5,5,4,4,4,7,7,1,1,7,7,4,4,7,7,7,7,7,7,7,7,7,7,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,4,2,1,1,4,2,2,2,4,4,4,4,4,6,4,6,6,1,7,4,4,7,6,7,7,4,4,4,4,28,12,14,42,25,22,7,3,2,38,8,16,28,14,14,49,10,27,16,12,8,42,16,16
630,"ES",7,7,7,7,4,5,5,5,6,7,5,5,7,7,7,7,3,2,5,3,2,1,2,3,6,4,2,5,7,7,6,6,7,6,7,7,7,7,7,7,7,7,6,7,7,7,2,7,6,7,7,7,5,7,6,7,7,7,7,7,7,7,7,7,5,5,6,5,4,5,5,4,4,7,7,7,5,3,7,7,7,3,5,7,5,6,4,5,6,6,7,7,6,28,10,14,42,26,24,19,6,12,36,20,20,23,11,13,45,18,21,28,11,14,42,26,26
631,"ES",7,7,7,7,7,2,5,1,7,7,6,7,7,7,7,7,7,4,7,1,1,1,7,4,7,2,7,7,7,7,2,2,7,7,6,6,7,7,7,7,7,7,7,7,7,7,2,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,4,5,4,1,7,7,6,1,6,6,5,1,1,1,1,1,1,1,5,5,1,1,1,1,1,7,7,7,28,18,14,42,22,4,15,3,4,37,14,12,27,18,14,49,21,4,28,16,12,42,18,22
632,"ES",4,5,5,5,4,4,6,5,5,5,5,6,5,5,5,6,2,2,2,2,2,2,5,2,4,2,2,2,5,5,5,4,6,6,6,6,4,4,4,4,5,4,4,4,5,5,4,5,4,4,4,4,4,4,4,4,4,4,4,6,5,5,4,4,4,5,2,2,4,6,6,6,4,7,7,7,7,4,5,6,4,4,4,5,5,4,4,3,4,4,5,3,5,19,6,10,25,17,19,19,6,9,27,13,18,21,11,12,28,22,15,21,6,12,27,28,17
633,"ES",6,6,7,6,5,5,5,4,6,6,6,6,6,5,6,4,4,1,1,4,2,2,3,2,2,1,1,1,7,7,5,5,5,4,5,4,7,7,7,7,7,7,6,6,6,6,6,7,6,6,6,6,5,5,6,5,7,6,4,4,6,7,7,4,4,5,5,4,3,6,7,6,1,4,5,4,2,6,6,5,5,5,5,6,5,5,4,5,4,7,6,7,6,25,6,14,42,22,22,19,8,10,37,17,21,24,7,9,40,20,18,21,3,9,32,15,26
634,"ES",4,4,4,4,4,5,5,5,6,5,5,6,7,6,5,5,1,1,1,1,1,1,1,1,1,1,1,1,6,5,6,6,7,7,7,5,7,7,7,7,7,7,6,5,7,7,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,4,4,2,1,1,1,1,7,7,7,3,7,5,5,2,3,3,3,3,1,4,4,4,4,3,4,4,4,3,4,4,16,3,11,42,15,12,19,3,12,38,4,13,22,3,14,49,24,15,23,3,12,42,19,15
635,"ES",7,7,7,7,6,6,5,4,7,7,7,7,7,7,7,7,1,1,1,1,1,1,1,1,1,1,1,1,7,7,6,5,7,6,7,7,7,7,7,7,7,7,7,7,7,7,5,7,7,7,7,7,7,6,7,6,7,7,7,7,7,7,4,3,1,3,2,2,1,3,7,7,1,6,6,6,4,5,4,7,7,6,6,6,6,7,7,7,7,7,7,7,7,28,3,14,42,15,23,21,3,11,40,8,24,28,3,13,48,18,28,28,3,14,41,22,28
636,"ES",7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,4,4,4,4,4,4,4,4,4,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,4,7,7,7,4,7,4,7,4,7,7,7,7,4,7,6,7,28,12,14,42,28,25,28,12,14,42,28,22,28,12,14,49,28,28,28,21,14,42,25,24
637,"ES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
638,"ES",5,7,6,7,5,7,7,6,5,5,6,5,5,4,5,5,5,5,4,4,5,5,3,3,4,4,4,4,6,6,6,6,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,5,5,4,4,4,5,5,5,5,5,5,5,5,6,5,4,2,6,6,5,2,4,5,5,4,6,6,6,1,5,5,4,4,5,5,5,5,3,5,5,5,3,5,4,5,25,14,12,24,17,18,25,14,12,24,19,20,21,10,10,32,18,18,19,12,10,30,19,17
639,"ES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
640,"ES",5,4,4,3,2,2,2,1,5,3,5,5,2,5,5,5,1,1,1,1,1,1,1,1,1,1,4,1,6,6,2,1,7,7,6,6,7,7,7,6,7,7,5,6,3,4,1,4,7,7,7,7,7,7,7,7,7,6,7,7,7,5,4,4,1,2,1,1,1,6,6,6,2,5,5,5,2,5,5,5,5,4,5,5,5,3,5,5,5,4,4,4,4,16,3,12,41,14,20,7,3,3,23,5,19,18,3,14,49,20,18,17,6,12,41,17,16
641,"ES",5,6,7,7,5,6,7,7,5,6,7,7,6,7,7,7,2,1,1,4,3,3,4,2,2,4,4,4,7,7,6,7,7,6,5,6,7,7,7,6,7,7,6,6,5,6,6,6,5,5,5,6,5,7,5,6,5,6,5,5,5,5,3,5,4,6,6,5,5,6,6,6,3,6,6,7,5,1,6,4,5,3,5,3,4,2,5,5,3,5,6,5,5,25,4,14,41,17,16,25,10,13,35,22,15,25,8,13,38,21,15,27,12,11,32,24,21
642,"ES",6,3,6,6,3,6,6,6,6,7,7,7,7,7,7,7,1,1,1,3,3,3,6,7,7,6,7,7,7,7,6,6,7,7,7,7,7,7,7,7,7,7,6,6,4,2,5,5,7,7,7,7,7,7,7,5,7,6,3,7,6,7,2,3,2,7,6,4,3,7,7,7,2,7,7,7,3,2,2,1,1,6,6,7,6,7,7,7,7,7,7,7,7,21,3,14,42,14,6,21,9,12,28,20,25,27,20,14,49,23,28,28,20,14,34,24,28
643,"EN",7,6,6,7,5,3,4,3,6,6,6,6,7,7,7,6,5,6,7,4,4,4,7,7,6,6,5,4,4,5,5,5,4,4,6,6,1,5,5,4,3,1,5,5,5,4,5,4,5,3,3,3,3,3,3,4,3,3,3,3,3,7,5,6,4,4,6,6,2,6,6,4,4,7,6,6,3,7,5,5,7,5,6,6,5,7,6,1,7,6,6,6,6,26,18,9,19,22,24,15,12,10,28,18,22,24,20,8,23,20,21,27,15,12,19,22,24
644,"EN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
645,"ES",7,5,4,6,7,6,6,6,6,4,4,4,7,6,4,6,1,1,1,1,1,1,1,1,1,1,1,1,7,7,7,7,7,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,4,7,7,7,7,7,7,7,7,6,1,6,6,6,2,7,7,6,2,7,7,6,1,1,7,3,6,2,6,4,5,1,6,4,5,1,7,4,5,22,3,14,42,21,17,25,3,14,42,20,17,18,3,13,44,22,16,23,3,14,42,21,17
646,"EN",4,5,4,4,5,5,4,5,5,5,4,5,5,5,4,6,4,4,4,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,4,6,6,6,4,5,6,6,4,5,5,4,4,5,6,5,4,5,6,5,4,5,6,5,4,17,12,12,30,19,18,19,15,12,30,19,20,19,15,12,35,22,20,20,15,12,30,21,20
647,"EN",4,7,5,6,6,1,1,1,7,5,5,5,6,4,1,3,6,6,6,4,4,4,7,7,7,3,3,3,7,7,3,1,7,7,6,3,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,4,5,1,4,1,1,1,7,4,5,1,4,6,6,1,4,4,1,6,5,6,7,4,7,7,7,7,7,7,4,4,22,18,14,30,17,15,9,12,4,28,7,22,22,21,14,35,17,28,14,9,9,30,17,22
648,"EN",NA,NA,NA,NA,NA,NA,NA,NA,7,7,7,7,7,7,7,7,NA,NA,NA,NA,NA,NA,7,7,7,7,7,7,NA,NA,NA,NA,7,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,7,7,7,7,7,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,7,7,7,7,7,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,21,14,35,28,28,28,21,14,30,28,28
649,"EN",6,6,6,6,7,7,4,7,6,6,6,6,6,4,4,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,7,7,7,6,7,7,7,6,6,6,6,4,4,4,4,4,7,7,4,7,6,6,4,6,6,6,4,6,24,18,14,30,24,16,25,18,14,30,27,25,24,18,14,35,27,22,20,18,14,30,22,22
650,"EN",7,5,4,4,2,1,1,1,6,1,4,4,6,1,3,1,2,4,1,1,1,1,4,4,4,1,4,4,7,7,1,1,6,7,4,4,4,4,4,4,3,4,3,3,2,3,2,3,4,4,4,4,4,3,3,4,4,3,3,3,3,4,5,4,1,2,1,1,1,5,5,5,1,3,4,3,1,1,5,5,5,1,1,1,1,5,5,5,4,1,4,4,1,20,7,14,23,14,16,5,3,2,16,5,4,15,12,13,26,16,19,11,9,8,20,11,10
651,"EN",6,6,5,6,3,3,3,3,4,4,4,4,3,3,3,3,5,5,5,1,1,1,3,3,3,3,3,3,5,5,3,3,2,2,3,3,3,3,3,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,2,3,3,2,2,2,3,6,6,6,6,1,2,2,2,4,4,4,4,2,3,3,3,5,5,5,5,3,3,3,3,3,4,3,4,2,2,2,2,23,15,10,15,24,20,12,3,6,15,7,12,16,9,4,14,16,14,12,9,6,15,11,8
652,"EN",6,6,6,6,5,5,5,5,4,4,4,4,6,6,6,6,5,6,6,4,4,4,4,4,4,5,6,6,5,5,5,5,4,4,5,5,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,6,6,6,6,5,5,5,3,4,4,4,4,6,6,6,6,6,6,6,6,5,5,5,5,4,4,4,4,6,6,6,6,24,17,10,24,24,24,20,12,10,18,18,20,16,12,8,21,16,16,24,17,10,24,24,24
653,"EN",3,2,3,3,5,4,4,5,3,6,4,3,6,5,4,4,2,2,2,4,4,3,6,5,5,4,4,3,5,5,5,4,4,4,5,5,4,4,4,4,4,5,3,4,3,3,3,4,4,4,3,4,3,3,5,4,4,4,4,4,5,2,2,2,2,4,2,2,2,5,5,6,6,5,5,5,4,4,4,4,5,4,5,5,5,3,2,3,2,5,5,5,5,11,6,10,25,8,17,18,11,9,20,10,19,16,16,8,26,22,10,19,11,10,25,19,20
654,"EN",5,5,4,5,7,6,6,5,6,7,5,5,5,6,7,5,6,5,5,5,5,5,7,6,7,6,6,6,6,6,6,6,7,6,7,5,5,4,5,5,4,4,5,4,4,5,5,4,5,4,5,5,4,5,5,5,4,4,4,5,5,3,4,5,5,6,5,6,6,6,5,7,3,6,7,6,4,4,6,5,3,5,6,5,5,5,6,6,5,5,6,7,5,19,16,12,27,17,18,24,15,12,27,23,21,23,20,13,33,21,22,23,18,12,27,23,23
655,"EN",6,1,1,1,6,4,4,6,7,4,4,6,6,1,1,1,1,1,1,4,4,4,4,4,4,1,1,1,6,6,6,6,6,6,5,5,4,4,4,4,4,4,5,5,5,5,5,5,4,4,4,4,4,4,4,3,3,3,3,3,3,1,1,1,1,6,5,5,5,6,6,6,6,1,1,1,1,1,1,1,1,4,4,4,4,1,1,1,1,4,4,4,4,9,3,12,24,4,4,20,12,12,30,21,16,21,12,12,28,24,4,9,3,10,18,4,16
657,"EN",7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,7,7,7,7,7,7,7,5,5,7,7,7,7,7,7,7,7,5,5,5,4,5,4,5,5,5,5,5,4,5,5,5,5,4,5,4,5,5,5,4,5,4,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,5,5,6,7,7,5,6,7,6,5,6,5,7,6,7,6,28,19,14,28,28,23,28,21,14,29,28,25,28,21,14,33,28,22,28,17,14,28,27,26
658,"EN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
659,"EN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
660,"EN",6,6,7,7,6,7,7,7,6,6,7,7,6,7,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,7,7,7,5,5,3,5,4,5,5,3,3,4,5,4,5,5,4,3,2,3,2,5,5,3,2,3,3,7,6,7,7,7,7,7,5,7,7,7,3,7,7,6,7,6,4,5,4,2,7,2,5,6,7,4,6,3,5,7,6,26,21,14,27,27,19,27,21,13,24,26,16,26,21,13,24,24,23,26,21,14,21,27,21
661,"EN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
662,"EN",NA,NA,NA,NA,NA,NA,NA,NA,7,7,7,7,7,7,7,7,NA,NA,NA,NA,NA,NA,7,6,6,7,7,7,NA,NA,NA,NA,7,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,7,7,7,7,7,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,7,7,7,7,7,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,19,14,35,28,28,28,21,14,30,28,28
663,"EN",6,6,7,6,6,6,7,6,6,5,6,5,6,6,7,7,6,7,7,5,5,5,5,5,5,5,6,6,6,7,6,6,7,7,7,6,5,5,4,4,5,5,5,4,4,4,4,5,4,4,5,4,4,5,4,5,5,4,4,5,4,7,7,6,5,6,6,7,6,5,5,6,6,6,6,7,6,6,6,7,6,5,5,6,6,4,5,5,5,5,5,6,6,25,20,13,28,25,25,25,15,12,26,25,22,22,15,14,30,22,19,26,17,13,27,25,22
664,"EN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
665,"EN",7,7,7,7,7,7,7,7,7,6,6,7,7,6,6,6,7,6,5,7,7,7,7,6,6,7,7,7,7,7,7,7,7,7,7,7,5,4,5,5,4,5,5,5,5,5,4,4,5,5,4,5,5,5,5,5,5,4,4,4,4,7,7,7,7,7,7,7,7,7,7,7,6,7,7,7,7,7,7,1,1,7,7,1,2,7,7,1,5,7,7,1,1,28,18,14,28,28,16,28,21,14,28,28,17,26,19,14,34,27,20,25,21,14,26,28,16
666,"EN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
667,"EN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
668,"EN",6,5,5,6,7,7,7,7,6,5,5,6,7,7,7,7,6,6,6,6,6,6,6,6,6,7,7,7,7,7,6,6,7,7,7,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,6,6,4,7,7,7,7,7,7,6,4,6,6,7,6,6,7,6,4,7,7,6,4,6,7,6,4,6,6,7,6,22,18,14,30,23,23,28,18,12,30,28,24,22,18,14,35,24,23,28,21,14,30,25,25
669,"EN",4,5,4,4,4,4,4,5,4,4,4,4,4,4,4,5,3,1,1,5,4,4,4,4,4,5,4,4,5,5,6,6,6,6,6,6,4,3,4,4,3,3,4,4,4,4,3,4,4,4,4,4,4,3,4,4,4,4,4,3,4,5,4,4,4,6,4,4,3,5,5,5,3,6,6,6,6,3,5,3,5,2,6,2,5,4,5,3,5,4,5,3,5,17,5,10,21,17,16,17,13,12,23,17,15,16,12,12,27,18,17,17,13,12,23,24,17
